gene_symbol	biotype
Or8b46	protein_coding
Or8b47	protein_coding
Or8b48	protein_coding
Or8b49	protein_coding
Or8b50	protein_coding
Or8b51	protein_coding
Or8b52	protein_coding
Or8b53	protein_coding
Or8b54	protein_coding
Or8b55	protein_coding
Or8b56	protein_coding
Or8b57	protein_coding
Or8b8	protein_coding
Or8b9	protein_coding
Or8c1-ps1	unprocessed_pseudogene
Or8c10	protein_coding
Or8c11	protein_coding
Or8c12-ps1	unprocessed_pseudogene
Or8c13	protein_coding
Or8c14-ps1	protein_coding
Or8c15	protein_coding
Or8c16	protein_coding
Or8c17	protein_coding
Or8c18	protein_coding
Or8c19-ps1	protein_coding
Or8c20	protein_coding
Or8c8	protein_coding
Or8c9	protein_coding
Or8d1	protein_coding
Or8d1b	protein_coding
Or8d2	protein_coding
Or8d22-ps1	unprocessed_pseudogene
Or8d23	protein_coding
Or8d2b	protein_coding
Or8d4	protein_coding
Or8d6	protein_coding
Or8e1-ps1	unprocessed_pseudogene
Or8g17	protein_coding
Or8g18	protein_coding
Or8g19	protein_coding
Or8g2	protein_coding
Or8g20	protein_coding
Or8g21	protein_coding
Or8g22	protein_coding
Or8g23	protein_coding
Or8g24	protein_coding
Or8g25-ps1	unprocessed_pseudogene
Or8g26	protein_coding
Or8g27	protein_coding
Or8g28	protein_coding
Or8g29-ps1	protein_coding
Or8g2b	protein_coding
Or8g30	protein_coding
Or8g31-ps1	protein_coding
Or8g32	protein_coding
Or8g33	protein_coding
Or8g34	protein_coding
Or8g35	protein_coding
Or8g36	protein_coding
Or8g37	protein_coding
Or8g38-ps1	unprocessed_pseudogene
Or8g4	protein_coding
Or8g50	protein_coding
Or8g51	protein_coding
Or8g52	protein_coding
Or8g53	protein_coding
Or8g54	protein_coding
Or8g55	protein_coding
Or8h10	protein_coding
Or8h11-ps1	unprocessed_pseudogene
Or8h6	protein_coding
Or8h7	protein_coding
Or8h8	protein_coding
Or8h9	protein_coding
Or8i2	protein_coding
Or8j3	protein_coding
Or8j3b	protein_coding
Or8j3c	protein_coding
Or8k1	protein_coding
Or8k16	protein_coding
Or8k17	protein_coding
Or8k18	protein_coding
Or8k1d-ps1	unprocessed_pseudogene
Or8k20	protein_coding
Or8k21	protein_coding
Or8k22	protein_coding
Or8k23	protein_coding
Or8k24	protein_coding
Or8k25	protein_coding
Or8k26-ps1	transcribed_unprocessed_pseudogene
Or8k27	protein_coding
Or8k28	protein_coding
Or8k29-ps1	unprocessed_pseudogene
Or8k3	protein_coding
Or8k30	protein_coding
Or8k31-ps1	protein_coding
Or8k32	protein_coding
Or8k33	protein_coding
Or8k34-ps1	unprocessed_pseudogene
Or8k35	protein_coding
Or8k36-ps1	protein_coding
Or8k37	protein_coding
Or8k38	protein_coding
Or8k39	protein_coding
Or8k3b	protein_coding
Or8k40	protein_coding
Or8k41	protein_coding
Or8k42-ps1	unprocessed_pseudogene
Or8k53	protein_coding
Or8m1-ps1	unprocessed_pseudogene
Or8n1-ps1	unprocessed_pseudogene
Or8o1-ps1	unprocessed_pseudogene
Or8p1-ps1	unprocessed_pseudogene
Or8s10	protein_coding
Or8s16	protein_coding
Or8s2	protein_coding
Or8s5	protein_coding
Or8s8	protein_coding
Or8u10	protein_coding
Or8u3-ps	protein_coding
Or8u37-ps1	transcribed_unprocessed_pseudogene
Or8u8	protein_coding
Or8u9	protein_coding
Or8w1	protein_coding
Or8y1-ps1	unprocessed_pseudogene
Or8y2-ps1	unprocessed_pseudogene
Or8z1-ps1	unprocessed_pseudogene
Or8z2-ps1	unprocessed_pseudogene
Or9a2	protein_coding
Or9a4	protein_coding
Or9a7	protein_coding
Or9b1-ps1	unprocessed_pseudogene
Or9b2-ps1	unprocessed_pseudogene
Or9c1-ps1	unprocessed_pseudogene
Or9d1-ps1	unprocessed_pseudogene
Or9e1	protein_coding
Or9g10	protein_coding
Or9g19	protein_coding
Or9g20	protein_coding
Or9g21-ps	unprocessed_pseudogene
Or9g3	protein_coding
Or9g4	protein_coding
Or9g4b	protein_coding
Or9g8	protein_coding
Or9i1	protein_coding
Or9i13-ps1	unprocessed_pseudogene
Or9i14	protein_coding
Or9i15-ps1	unprocessed_pseudogene
Or9i16	protein_coding
Or9i1b	protein_coding
Or9i2	protein_coding
Or9k2	protein_coding
Or9k2b	protein_coding
Or9k7	protein_coding
Or9m1	protein_coding
Or9m1b	protein_coding
Or9m2	protein_coding
Or9q1	protein_coding
Or9q2	protein_coding
Or9r3	protein_coding
Or9r7	protein_coding
Or9s13	protein_coding
Or9s14	protein_coding
Or9s15	protein_coding
Or9s18	protein_coding
Or9s23	protein_coding
Or9s27	protein_coding
Orai1	protein_coding
Orai2	protein_coding
Orai3	protein_coding
Orc1	protein_coding
Orc2	protein_coding
Orc3	protein_coding
Orc4	protein_coding
Orc5	protein_coding
Orc6	protein_coding
Orly	lncRNA
Orm1	protein_coding
Orm2	protein_coding
Orm3	protein_coding
Ormdl1	protein_coding
Ormdl2	protein_coding
Ormdl3	protein_coding
Os9	protein_coding
Osbp	protein_coding
Osbp2	protein_coding
Osbpl10	protein_coding
Osbpl11	protein_coding
Osbpl1a	protein_coding
Osbpl2	protein_coding
Osbpl3	protein_coding
Osbpl5	protein_coding
Osbpl6	protein_coding
Osbpl7	protein_coding
Osbpl8	protein_coding
Osbpl9	protein_coding
Oscar	protein_coding
Oscp1	protein_coding
Oser1	protein_coding
Osgep	protein_coding
Osgepl1	protein_coding
Osgin1	protein_coding
Osgin2	protein_coding
Osm	protein_coding
Osmr	protein_coding
Osr1	protein_coding
Osr2	protein_coding
Ost4	protein_coding
Ostc	protein_coding
Ostf1	protein_coding
Ostm1	protein_coding
Ostn	protein_coding
Otc	protein_coding
Otoa	protein_coding
Otof	protein_coding
Otog	protein_coding
Otogl	protein_coding
Otol1	protein_coding
Otop1	protein_coding
Otop2	protein_coding
Otop3	protein_coding
Otor	protein_coding
Otos	protein_coding
Otp	protein_coding
Ott	protein_coding
Otub1	protein_coding
Otub2	protein_coding
Otud1	protein_coding
Otud3	protein_coding
Otud4	protein_coding
Otud5	protein_coding
Otud6a	protein_coding
Otud6b	protein_coding
Otud7a	protein_coding
Otud7b	protein_coding
Otulin	protein_coding
Otulinl	protein_coding
Otx1	protein_coding
Otx2	protein_coding
Otx2os1	lncRNA
Ovca2	protein_coding
Ovch2	protein_coding
Ovgp1	protein_coding
Ovol1	protein_coding
Ovol2	protein_coding
Ovol3	protein_coding
Oxa1l	protein_coding
Oxct1	protein_coding
Oxct1as	lncRNA
Oxct2a	protein_coding
Oxct2b	protein_coding
Oxgr1	protein_coding
Oxld1	protein_coding
Oxnad1	protein_coding
Oxr1	protein_coding
Oxsm	protein_coding
Oxsr1	protein_coding
Oxt	protein_coding
Oxtr	protein_coding
P2rx1	protein_coding
P2rx2	protein_coding
P2rx3	protein_coding
P2rx4	protein_coding
P2rx5	protein_coding
P2rx6	protein_coding
P2rx7	protein_coding
P2ry1	protein_coding
P2ry10	protein_coding
P2ry10b	protein_coding
P2ry12	protein_coding
P2ry13	protein_coding
P2ry14	protein_coding
P2ry2	protein_coding
P2ry4	protein_coding
P2ry6	protein_coding
P3h1	protein_coding
P3h2	protein_coding
P3h3	protein_coding
P3h4	protein_coding
P3r3urf	protein_coding
P4ha1	protein_coding
P4ha2	protein_coding
P4ha3	protein_coding
P4hb	protein_coding
P4htm	protein_coding
Pa2g4	protein_coding
Pabir1	protein_coding
Pabir2	protein_coding
Pabir3	protein_coding
Pabpc1	protein_coding
Pabpc1l	protein_coding
Pabpc1l2a	protein_coding
Pabpc1l2b	protein_coding
Pabpc2	protein_coding
Pabpc4	protein_coding
Pabpc4l	protein_coding
Pabpc5	protein_coding
Pabpc6	protein_coding
Pabpn1	protein_coding
Pabpn1l	protein_coding
Pacc1	protein_coding
Pacrg	protein_coding
Pacs1	protein_coding
Pacs2	protein_coding
Pacsin1	protein_coding
Pacsin2	protein_coding
Pacsin3	protein_coding
Padi1	protein_coding
Padi2	protein_coding
Padi3	protein_coding
Padi4	protein_coding
Padi6	protein_coding
Paf1	protein_coding
Pafah1b1	protein_coding
Pafah1b1-ps1	processed_pseudogene
Pafah1b1-ps2	unprocessed_pseudogene
Pafah1b2	protein_coding
Pafah1b3	protein_coding
Pafah2	protein_coding
Pag1	protein_coding
Pagr1a	protein_coding
Pagr1b	lncRNA
Pah	protein_coding
Paics	protein_coding
Paip1	protein_coding
Paip2	protein_coding
Paip2b	protein_coding
Pak1	protein_coding
Pak1ip1	protein_coding
Pak2	protein_coding
Pak3	protein_coding
Pak4	protein_coding
Pak5	protein_coding
Pak6	protein_coding
Pakap	protein_coding
Palb2	protein_coding
Pald1	protein_coding
Palld	protein_coding
Palm	protein_coding
Palm3	protein_coding
Palmd	protein_coding
Pals1	protein_coding
Pals2	protein_coding
Pam	protein_coding
Pam16	protein_coding
Pam16l	protein_coding
Pamr1	protein_coding
Pan2	protein_coding
Pan3	protein_coding
Panct2	lncRNA
Pank1	protein_coding
Pank2	protein_coding
Pank3	protein_coding
Pank4	protein_coding
Pantr1	lncRNA
Pantr2	lncRNA
Panx1	protein_coding
Panx2	protein_coding
Panx3	protein_coding
Paox	protein_coding
Papln	protein_coding
Papola	protein_coding
Papolb	protein_coding
Papolg	protein_coding
Pappa	protein_coding
Pappa2	protein_coding
Papss1	protein_coding
Papss2	protein_coding
Paqr3	protein_coding
Paqr4	protein_coding
Paqr5	protein_coding
Paqr6	protein_coding
Paqr7	protein_coding
Paqr8	protein_coding
Paqr9	protein_coding
Pard3	protein_coding
Pard3b	protein_coding
Pard3bos1	lncRNA
Pard3bos2	lncRNA
Pard3bos3	lncRNA
Pard6a	protein_coding
Pard6b	protein_coding
Pard6g	protein_coding
Parg	protein_coding
Park7	protein_coding
Parl	protein_coding
Parm1	protein_coding
Parn	protein_coding
Parp1	protein_coding
Parp10	protein_coding
Parp11	protein_coding
Parp12	protein_coding
Parp14	protein_coding
Parp16	protein_coding
Parp2	protein_coding
Parp3	protein_coding
Parp4	protein_coding
Parp6	protein_coding
Parp8	protein_coding
Parp9	protein_coding
Parpbp	protein_coding
Pars2	protein_coding
Particl	TEC
Parva	protein_coding
Parvaos	lncRNA
Parvb	protein_coding
Parvg	protein_coding
Pasd1	protein_coding
Pask	protein_coding
Pate1	protein_coding
Pate10	protein_coding
Pate11	protein_coding
Pate12	protein_coding
Pate13	protein_coding
Pate14	protein_coding
Pate2	protein_coding
Pate3	protein_coding
Pate4	protein_coding
Pate5	protein_coding
Pate6	protein_coding
Pate7	protein_coding
Pate8	protein_coding
Pate9	protein_coding
Patj	protein_coding
Patl1	protein_coding
Patl2	protein_coding
Patz1	protein_coding
Paupar	lncRNA
Pawr	protein_coding
Pax1	protein_coding
Pax1dt	lncRNA
Pax2	protein_coding
Pax3	protein_coding
Pax4	protein_coding
Pax5	protein_coding
Pax6	protein_coding
Pax6os1	lncRNA
Pax7	protein_coding
Pax8	protein_coding
Pax9	protein_coding
Paxbp1	protein_coding
Paxip1	protein_coding
Paxx	protein_coding
Pbdc1	protein_coding
Pbk	protein_coding
Pbld1	protein_coding
Pbld2	protein_coding
Pbp2	protein_coding
Pbrm1	protein_coding
Pbsn	protein_coding
Pbx1	protein_coding
Pbx2	protein_coding
Pbx3	protein_coding
Pbx4	protein_coding
Pbxip1	protein_coding
Pcare	protein_coding
Pcbd1	protein_coding
Pcbd2	protein_coding
Pcbp1	protein_coding
Pcbp2	protein_coding
Pcbp3	protein_coding
Pcbp4	protein_coding
Pcca	protein_coding
Pccb	protein_coding
Pcdh1	protein_coding
Pcdh10	protein_coding
Pcdh11x	protein_coding
Pcdh12	protein_coding
Pcdh15	protein_coding
Pcdh17	protein_coding
Pcdh18	protein_coding
Pcdh19	protein_coding
Pcdh20	protein_coding
Pcdh7	protein_coding
Pcdh8	protein_coding
Pcdh9	protein_coding
Pcdha1	protein_coding
Pcdha10	protein_coding
Pcdha11	protein_coding
Pcdha12	protein_coding
Pcdha2	protein_coding
Pcdha3	protein_coding
Pcdha4	protein_coding
Pcdha4b	protein_coding
Pcdha5	protein_coding
Pcdha6	protein_coding
Pcdha7	protein_coding
Pcdha8	protein_coding
Pcdha9	protein_coding
Pcdhac1	protein_coding
Pcdhac2	protein_coding
Pcdhb1	protein_coding
Pcdhb10	protein_coding
Pcdhb11	protein_coding
Pcdhb12	protein_coding
Pcdhb13	protein_coding
Pcdhb14	protein_coding
Pcdhb15	protein_coding
Pcdhb16	protein_coding
Pcdhb17	protein_coding
Pcdhb18	protein_coding
Pcdhb19	protein_coding
Pcdhb2	protein_coding
Pcdhb20	protein_coding
Pcdhb21	protein_coding
Pcdhb22	protein_coding
Pcdhb3	protein_coding
Pcdhb4	protein_coding
Pcdhb5	protein_coding
Pcdhb6	protein_coding
Pcdhb7	protein_coding
Pcdhb8	protein_coding
Pcdhb9	protein_coding
Pcdhga1	protein_coding
Pcdhga10	protein_coding
Pcdhga11	protein_coding
Pcdhga12	protein_coding
Pcdhga2	protein_coding
Pcdhga3	protein_coding
Pcdhga4	protein_coding
Pcdhga5	protein_coding
Pcdhga6	protein_coding
Pcdhga7	protein_coding
Pcdhga8	protein_coding
Pcdhga9	protein_coding
Pcdhgb1	protein_coding
Pcdhgb2	protein_coding
Pcdhgb4	protein_coding
Pcdhgb5	protein_coding
Pcdhgb6	protein_coding
Pcdhgb7	protein_coding
Pcdhgb8	protein_coding
Pcdhgc3	protein_coding
Pcdhgc4	protein_coding
Pcdhgc5	protein_coding
Pced1a	protein_coding
Pced1b	protein_coding
Pced1c-ps	processed_pseudogene
Pcf11	protein_coding
Pcgf1	protein_coding
Pcgf2	protein_coding
Pcgf3	protein_coding
Pcgf5	protein_coding
Pcgf6	protein_coding
Pcid2	protein_coding
Pcif1	protein_coding
Pck1	protein_coding
Pck2	protein_coding
Pclaf	protein_coding
Pclo	protein_coding
Pcm1	protein_coding
Pcmt1	protein_coding
Pcmtd1	protein_coding
Pcmtd2	protein_coding
Pcna	protein_coding
Pcna-ps1	processed_pseudogene
Pcna-ps2	processed_pseudogene
Pcnp	protein_coding
Pcnt	protein_coding
Pcnx1	protein_coding
Pcnx2	protein_coding
Pcnx3	protein_coding
Pcnx4	protein_coding
Pcolce	protein_coding
Pcolce2	protein_coding
Pcp2	protein_coding
Pcp4	protein_coding
Pcp4l1	protein_coding
Pcsk1	protein_coding
Pcsk1n	protein_coding
Pcsk2	protein_coding
Pcsk2os1	lncRNA
Pcsk2os2	lncRNA
Pcsk4	protein_coding
Pcsk5	protein_coding
Pcsk6	protein_coding
Pcsk7	protein_coding
Pcsk9	protein_coding
Pctp	protein_coding
Pcx	protein_coding
Pcyox1	protein_coding
Pcyox1l	protein_coding
Pcyt1a	protein_coding
Pcyt1b	protein_coding
Pcyt2	protein_coding
Pdap1	protein_coding
Pdc	protein_coding
Pdcd1	protein_coding
Pdcd10	protein_coding
Pdcd11	protein_coding
Pdcd1lg2	protein_coding
Pdcd2	protein_coding
Pdcd2l	protein_coding
Pdcd4	protein_coding
Pdcd5	protein_coding
Pdcd5-ps	transcribed_processed_pseudogene
Pdcd6	protein_coding
Pdcd6ip	protein_coding
Pdcd7	protein_coding
Pdcl	protein_coding
Pdcl2	protein_coding
Pdcl3	protein_coding
Pde10a	protein_coding
Pde11a	protein_coding
Pde12	protein_coding
Pde1a	protein_coding
Pde1b	protein_coding
Pde1c	protein_coding
Pde2a	protein_coding
Pde3a	protein_coding
Pde3b	protein_coding
Pde4a	protein_coding
Pde4b	protein_coding
Pde4c	protein_coding
Pde4d	protein_coding
Pde4dip	protein_coding
Pde5a	protein_coding
Pde6a	protein_coding
Pde6b	protein_coding
Pde6c	protein_coding
Pde6d	protein_coding
Pde6g	protein_coding
Pde6h	protein_coding
Pde7a	protein_coding
Pde7b	protein_coding
Pde8a	protein_coding
Pde8b	protein_coding
Pde9a	protein_coding
Pdf	protein_coding
Pdgfa	protein_coding
Pdgfb	protein_coding
Pdgfc	protein_coding
Pdgfd	protein_coding
Pdgfra	protein_coding
Pdgfrb	protein_coding
Pdgfrl	protein_coding
Pdha1	protein_coding
Pdha2	protein_coding
Pdhb	protein_coding
Pdhx	protein_coding
Pdia2	protein_coding
Pdia3	protein_coding
Pdia4	protein_coding
Pdia5	protein_coding
Pdia6	protein_coding
Pdik1l	protein_coding
Pdilt	protein_coding
Pdk1	protein_coding
Pdk2	protein_coding
Pdk3	protein_coding
Pdk4	protein_coding
Pdlim1	protein_coding
Pdlim2	protein_coding
Pdlim3	protein_coding
Pdlim4	protein_coding
Pdlim5	protein_coding
Pdlim7	protein_coding
Pdp1	protein_coding
Pdp2	protein_coding
Pdpk1	protein_coding
Pdpn	protein_coding
Pdpr	protein_coding
Pdrg1	protein_coding
Pds5a	protein_coding
Pds5b	protein_coding
Pdss1	protein_coding
Pdss2	protein_coding
Pdx1	protein_coding
Pdxdc1	protein_coding
Pdxk	protein_coding
Pdxk-ps	lncRNA
Pdxp	protein_coding
Pdyn	protein_coding
Pdzd11	protein_coding
Pdzd2	protein_coding
Pdzd4	protein_coding
Pdzd7	protein_coding
Pdzd8	protein_coding
Pdzd9	protein_coding
Pdzk1	protein_coding
Pdzk1ip1	protein_coding
Pdzph1	protein_coding
Pdzrn3	protein_coding
Pdzrn4	protein_coding
Pea15a	protein_coding
Pea15b-ps	transcribed_processed_pseudogene
Peak1	protein_coding
Peak1os	lncRNA
Pear1	protein_coding
Pebp1	protein_coding
Pebp4	protein_coding
Pecam1	protein_coding
Pecr	protein_coding
Peds1	protein_coding
Pef1	protein_coding
Peg10	protein_coding
Peg12	protein_coding
Peg13	lncRNA
Peg3	protein_coding
Peli1	protein_coding
Peli2	protein_coding
Peli3	protein_coding
Pelo	protein_coding
Pelp1	protein_coding
Pemt	protein_coding
Penk	protein_coding
Pepd	protein_coding
Per1	protein_coding
Per2	protein_coding
Per3	protein_coding
Percc1	protein_coding
Perm1	protein_coding
Perp	protein_coding
Pes1	protein_coding
Pet100	protein_coding
Pet117	protein_coding
Pex1	protein_coding
Pex10	protein_coding
Pex11a	protein_coding
Pex11b	protein_coding
Pex11g	protein_coding
Pex12	protein_coding
Pex13	protein_coding
Pex13-ps	processed_pseudogene
Pex14	protein_coding
Pex16	protein_coding
Pex19	protein_coding
Pex2	protein_coding
Pex26	protein_coding
Pex3	protein_coding
Pex5	protein_coding
Pex5l	protein_coding
Pex6	protein_coding
Pex7	protein_coding
Pf4	protein_coding
Pfas	protein_coding
Pfdn1	protein_coding
Pfdn2	protein_coding
Pfdn4	protein_coding
Pfdn5	protein_coding
Pfdn6	protein_coding
Pfkfb1	protein_coding
Pfkfb2	protein_coding
Pfkfb3	protein_coding
Pfkfb4	protein_coding
Pfkl	protein_coding
Pfkm	protein_coding
Pfkp	protein_coding
Pfn1	protein_coding
Pfn2	protein_coding
Pfn3	protein_coding
Pfn4	protein_coding
Pfn5	protein_coding
Pfpl	protein_coding
Pga5	protein_coding
Pgam1	protein_coding
Pgam1-ps1	processed_pseudogene
Pgam1-ps2	processed_pseudogene
Pgam2	protein_coding
Pgam5	protein_coding
Pgap1	protein_coding
Pgap2	protein_coding
Pgap3	protein_coding
Pgap4	protein_coding
Pgap6	protein_coding
Pgbd1	protein_coding
Pgbd5	protein_coding
Pgc	protein_coding
Pgd	protein_coding
Pgf	protein_coding
Pgghg	protein_coding
Pggt1b	protein_coding
Pgk1	protein_coding
Pgk1-ps1	processed_pseudogene
Pgk1-ps3	processed_pseudogene
Pgk1-rs7	processed_pseudogene
Pgk2	protein_coding
Pgls	protein_coding
Pglyrp1	protein_coding
Pglyrp2	protein_coding
Pglyrp3	protein_coding
Pglyrp4	protein_coding
Pgm1	protein_coding
Pgm2	protein_coding
Pgm2l1	protein_coding
Pgm3	protein_coding
Pgm5	protein_coding
Pgp	protein_coding
Pgpep1	protein_coding
Pgpep1l	protein_coding
Pgr	protein_coding
Pgr15l	protein_coding
Pgrmc1	protein_coding
Pgrmc2	protein_coding
Pgs1	protein_coding
Phactr1	protein_coding
Phactr2	protein_coding
Phactr3	protein_coding
Phactr4	protein_coding
Phaf1	protein_coding
Phax	protein_coding
Phb1	protein_coding
Phb2	protein_coding
Phc1	protein_coding
Phc2	protein_coding
Phc3	protein_coding
Pheta1	protein_coding
Pheta2	protein_coding
Phex	protein_coding
Phf1	protein_coding
Phf10	protein_coding
Phf11	transcribed_unprocessed_pseudogene
Phf11a	protein_coding
Phf11b	protein_coding
Phf11c	protein_coding
Phf11d	protein_coding
Phf12	protein_coding
Phf13	protein_coding
Phf14	protein_coding
Phf19	protein_coding
Phf2	protein_coding
Phf20	protein_coding
Phf20-ps	processed_pseudogene
Phf20l1	protein_coding
Phf21a	protein_coding
Phf21b	protein_coding
Phf23	protein_coding
Phf24	protein_coding
Phf2os1	lncRNA
Phf3	protein_coding
Phf5a	protein_coding
Phf6	protein_coding
Phf7	protein_coding
Phf8	protein_coding
Phf8l	lncRNA
Phgdh	protein_coding
Phgdh-ps1	processed_pseudogene
Phgr1	protein_coding
Phip	protein_coding
Phka1	protein_coding
Phka2	protein_coding
Phkb	protein_coding
Phkg1	protein_coding
Phkg2	protein_coding
Phlda1	protein_coding
Phlda2	protein_coding
Phlda3	protein_coding
Phldb1	protein_coding
Phldb2	protein_coding
Phldb3	protein_coding
Phlpp1	protein_coding
Phlpp2	protein_coding
Phospho1	protein_coding
Phospho2	protein_coding
Phox2a	protein_coding
Phox2b	protein_coding
Phpt1	protein_coding
Phrf1	protein_coding
Phtf1	protein_coding
Phtf1os	lncRNA
Phtf2	protein_coding
Phxr2	lncRNA
Phxr4	TEC
Phyh	protein_coding
Phyhd1	protein_coding
Phyhip	protein_coding
Phyhipl	protein_coding
Phykpl	protein_coding
Pi15	protein_coding
Pi16	protein_coding
Pi4k2a	protein_coding
Pi4k2b	protein_coding
Pi4ka	protein_coding
Pi4kb	protein_coding
Pianp	protein_coding
Pias1	protein_coding
Pias2	protein_coding
Pias3	protein_coding
Pias4	protein_coding
Pibf1	protein_coding
Picalm	protein_coding
Pick1	protein_coding
Pid1	protein_coding
Pidd1	protein_coding
Pierce1	protein_coding
Pierce2	protein_coding
Piezo1	protein_coding
Piezo2	protein_coding
Pif1	protein_coding
Piga	protein_coding
Pigb	protein_coding
Pigbos1	protein_coding
Pigc	protein_coding
Pigf	protein_coding
Pigg	protein_coding
Pigh	protein_coding
Pigk	protein_coding
Pigl	protein_coding
Pigm	protein_coding
Pign	protein_coding
Pigo	protein_coding
Pigp	protein_coding
Pigq	protein_coding
Pigr	protein_coding
Pigs	protein_coding
Pigt	protein_coding
Pigu	protein_coding
Pigv	protein_coding
Pigw	protein_coding
Pigx	protein_coding
Pigyl	protein_coding
Pigz	protein_coding
Pih1d1	protein_coding
Pih1d2	protein_coding
Pik3ap1	protein_coding
Pik3c2a	protein_coding
Pik3c2b	protein_coding
Pik3c2g	protein_coding
Pik3c3	protein_coding
Pik3ca	protein_coding
Pik3cb	protein_coding
Pik3cd	protein_coding
Pik3cg	protein_coding
Pik3ip1	protein_coding
Pik3r1	protein_coding
Pik3r2	protein_coding
Pik3r3	protein_coding
Pik3r4	protein_coding
Pik3r5	protein_coding
Pik3r6	protein_coding
Pikfyve	protein_coding
Pilra	protein_coding
Pilrb1	protein_coding
Pilrb2	protein_coding
Pim1	protein_coding
Pim2	protein_coding
Pim3	protein_coding
Pimreg	protein_coding
Pin1	protein_coding
Pin1rt1	protein_coding
Pin4	protein_coding
Pin4-ps	processed_pseudogene
Pinc	lncRNA
Pink1	protein_coding
Pinlyp	protein_coding
Pinx1	protein_coding
Pip	protein_coding
Pip4k2a	protein_coding
Pip4k2b	protein_coding
Pip4k2c	protein_coding
Pip4p1	protein_coding
Pip4p2	protein_coding
Pip5k1a	protein_coding
Pip5k1b	protein_coding
Pip5k1bos	lncRNA
Pip5k1c	protein_coding
Pip5kl1	protein_coding
Pipox	protein_coding
Pir	protein_coding
Pira1	protein_coding
Pira12	protein_coding
Pira13	protein_coding
Pira2	protein_coding
Pira2-ps1	transcribed_unprocessed_pseudogene
Pira2-ps2	unprocessed_pseudogene
Pirb	protein_coding
Pirt	protein_coding
Pisd	protein_coding
Pisd-ps1	transcribed_unprocessed_pseudogene
Pisd-ps2	transcribed_unprocessed_pseudogene
Pisrt1	TEC
Pithd1	protein_coding
Pitpna	protein_coding
Pitpnb	protein_coding
Pitpnc1	protein_coding
Pitpnm1	protein_coding
Pitpnm2	protein_coding
Pitpnm2os1	lncRNA
Pitpnm2os2	lncRNA
Pitpnm3	protein_coding
Pitrm1	protein_coding
Pitx1	protein_coding
Pitx2	protein_coding
Pitx3	protein_coding
Piwil1	protein_coding
Piwil2	protein_coding
Piwil4	protein_coding
Pja1	protein_coding
Pja2	protein_coding
Pjvk	protein_coding
Pkd1	protein_coding
Pkd1l1	protein_coding
Pkd1l2	protein_coding
Pkd1l3	protein_coding
Pkd2	protein_coding
Pkd2l1	protein_coding
Pkd2l2	protein_coding
Pkdcc	protein_coding
Pkdrej	protein_coding
Pkhd1	protein_coding
Pkhd1l1	protein_coding
Pkia	protein_coding
Pkib	protein_coding
Pkig	protein_coding
Pklr	protein_coding
Pkm	protein_coding
Pkmyt1	protein_coding
Pkn1	protein_coding
Pkn2	protein_coding
Pkn3	protein_coding
Pknox1	protein_coding
Pknox2	protein_coding
Pkp1	protein_coding
Pkp2	protein_coding
Pkp3	protein_coding
Pkp4	protein_coding
Pla1a	protein_coding
Pla2g10	protein_coding
Pla2g10os	lncRNA
Pla2g12a	protein_coding
Pla2g12b	protein_coding
Pla2g15	protein_coding
Pla2g1b	protein_coding
Pla2g2a	protein_coding
Pla2g2c	protein_coding
Pla2g2d	protein_coding
Pla2g2e	protein_coding
Pla2g2f	protein_coding
Pla2g3	protein_coding
Pla2g4a	protein_coding
Pla2g4b	protein_coding
Pla2g4c	protein_coding
Pla2g4c-ps	unprocessed_pseudogene
Pla2g4d	protein_coding
Pla2g4e	protein_coding
Pla2g4f	protein_coding
Pla2g5	protein_coding
Pla2g6	protein_coding
Pla2g7	protein_coding
Pla2r1	protein_coding
Plaa	protein_coding
Plaat1	protein_coding
Plaat3	protein_coding
Plaat5	protein_coding
Plac1	protein_coding
Plac8	protein_coding
Plac8l1	protein_coding
Plac9	protein_coding
Plag1	protein_coding
Plagl1	protein_coding
Plagl2	protein_coding
Plat	protein_coding
Platr1	lncRNA
Platr10	lncRNA
Platr11	lncRNA
Platr12	lncRNA
Platr13	lncRNA
Platr14	lncRNA
Platr15	lncRNA
Platr16	lncRNA
Platr19	lncRNA
Platr20	lncRNA
Platr21	lncRNA
Platr22	lncRNA
Platr23	lncRNA
Platr25	protein_coding
Platr26	lncRNA
Platr27	lncRNA
Platr28	lncRNA
Platr29	lncRNA
Platr3	lncRNA
Platr30	lncRNA
Platr31	lncRNA
Platr32	lncRNA
Platr4	lncRNA
Platr5	lncRNA
Platr6	lncRNA
Platr7	lncRNA
Platr8	lncRNA
Platr9	lncRNA
Plau	protein_coding
Plaur	protein_coding
Plb1	protein_coding
Plbd1	protein_coding
Plbd2	protein_coding
Plcb1	protein_coding
Plcb2	protein_coding
Plcb3	protein_coding
Plcb4	protein_coding
Plcd1	protein_coding
Plcd3	protein_coding
Plcd4	protein_coding
Plce1	protein_coding
Plcg1	protein_coding
Plcg2	protein_coding
Plch1	protein_coding
Plch2	protein_coding
Plcl1	protein_coding
Plcl2	protein_coding
Plcxd1	protein_coding
Plcxd2	protein_coding
Plcxd3	protein_coding
Plcz1	protein_coding
Pld1	protein_coding
Pld2	protein_coding
Pld3	protein_coding
Pld4	protein_coding
Pld5	protein_coding
Pld6	protein_coding
Pldi	lncRNA
Plec	protein_coding
Plek	protein_coding
Plek2	protein_coding
Plekha1	protein_coding
Plekha2	protein_coding
