scope,chromosome,bin_idx,start_bp,end_bp,start_mb,end_mb,region,bin_width_bp,bin_mid_bp,chrom_length_bp,chrom_offset_bp,chrom_center_mb,label,genome_mid_bp,mean_n_variants,sem_n_variants,mean_variants_per_100mb,sem_variants_per_100mb,n_unique_donor_variants,n_stage_timing_donors,bin_size_bp,species,dataset,plot_label,scope_color
Adult-specific,chr8,6,60000001,70000000,60.000001,70.0,chr8:60.0-70.0 Mb,10000000,65000000.5,129401213,1141145680,1205.8462865,8,1206145680.5,2.0,0.28867513459481287,20.0,2.886751345948129,7319,9,10000000,Mouse,TabMur,Mouse (TabMur),#7e4314
Adult-specific,chr8,7,70000001,80000000,70.000001,80.0,chr8:70.0-80.0 Mb,10000000,75000000.5,129401213,1141145680,1205.8462865,8,1216145680.5,6.666666666666667,1.1426091000668406,66.66666666666667,11.426091000668407,7319,9,10000000,Mouse,TabMur,Mouse (TabMur),#7e4314
Adult-specific,chr8,8,80000001,90000000,80.000001,90.0,chr8:80.0-90.0 Mb,10000000,85000000.5,129401213,1141145680,1205.8462865,8,1226145680.5,5.888888888888889,0.5638273091717899,58.888888888888886,5.638273091717899,7319,9,10000000,Mouse,TabMur,Mouse (TabMur),#7e4314
Adult-specific,chr8,9,90000001,100000000,90.000001,100.0,chr8:90.0-100.0 Mb,10000000,95000000.5,129401213,1141145680,1205.8462865,8,1236145680.5,2.6666666666666665,0.7637626158259733,26.666666666666668,7.6376261582597325,7319,9,10000000,Mouse,TabMur,Mouse (TabMur),#7e4314
Adult-specific,chr8,10,100000001,110000000,100.000001,110.0,chr8:100.0-110.0 Mb,10000000,105000000.5,129401213,1141145680,1205.8462865,8,1246145680.5,7.777777777777778,1.277777777777778,77.77777777777777,12.777777777777777,7319,9,10000000,Mouse,TabMur,Mouse (TabMur),#7e4314
Adult-specific,chr8,11,110000001,120000000,110.000001,120.0,chr8:110.0-120.0 Mb,10000000,115000000.5,129401213,1141145680,1205.8462865,8,1256145680.5,7.0,1.1426091000668406,70.0,11.426091000668407,7319,9,10000000,Mouse,TabMur,Mouse (TabMur),#7e4314
Adult-specific,chr8,12,120000001,129401213,120.000001,129.401213,chr8:120.0-129.4 Mb,9401213,124700607.0,129401213,1141145680,1205.8462865,8,1265846287.0,6.111111111111111,0.9043789220055393,65.00343212212202,9.61981099678881,7319,9,10000000,Mouse,TabMur,Mouse (TabMur),#7e4314
Adult-specific,chr9,0,1,10000000,1e-06,10.0,chr9:0.0-10.0 Mb,10000000,5000000.5,124595110,1270546893,1332.844448,9,1275546893.5,0.6666666666666666,0.28867513459481287,6.666666666666667,2.8867513459481287,7319,9,10000000,Mouse,TabMur,Mouse (TabMur),#7e4314
Adult-specific,chr9,1,10000001,20000000,10.000001,20.0,chr9:10.0-20.0 Mb,10000000,15000000.5,124595110,1270546893,1332.844448,9,1285546893.5,1.4444444444444444,0.5299662230094142,14.444444444444445,5.2996622300941425,7319,9,10000000,Mouse,TabMur,Mouse (TabMur),#7e4314
Adult-specific,chr9,2,20000001,30000000,20.000001,30.0,chr9:20.0-30.0 Mb,10000000,25000000.5,124595110,1270546893,1332.844448,9,1295546893.5,3.3333333333333335,0.6871842709362768,33.333333333333336,6.871842709362768,7319,9,10000000,Mouse,TabMur,Mouse (TabMur),#7e4314
Adult-specific,chr9,3,30000001,40000000,30.000001,40.0,chr9:30.0-40.0 Mb,10000000,35000000.5,124595110,1270546893,1332.844448,9,1305546893.5,2.3333333333333335,0.6666666666666666,23.333333333333332,6.666666666666667,7319,9,10000000,Mouse,TabMur,Mouse (TabMur),#7e4314
Adult-specific,chr9,4,40000001,50000000,40.000001,50.0,chr9:40.0-50.0 Mb,10000000,45000000.5,124595110,1270546893,1332.844448,9,1315546893.5,0.4444444444444444,0.17568209223157663,4.444444444444445,1.7568209223157663,7319,9,10000000,Mouse,TabMur,Mouse (TabMur),#7e4314
Adult-specific,chr9,5,50000001,60000000,50.000001,60.0,chr9:50.0-60.0 Mb,10000000,55000000.5,124595110,1270546893,1332.844448,9,1325546893.5,0.0,0.0,0.0,0.0,7319,9,10000000,Mouse,TabMur,Mouse (TabMur),#7e4314
Adult-specific,chr9,6,60000001,70000000,60.000001,70.0,chr9:60.0-70.0 Mb,10000000,65000000.5,124595110,1270546893,1332.844448,9,1335546893.5,3.3333333333333335,0.44095855184409843,33.333333333333336,4.409585518440984,7319,9,10000000,Mouse,TabMur,Mouse (TabMur),#7e4314
Adult-specific,chr9,7,70000001,80000000,70.000001,80.0,chr9:70.0-80.0 Mb,10000000,75000000.5,124595110,1270546893,1332.844448,9,1345546893.5,5.888888888888889,0.8570693678078617,58.888888888888886,8.570693678078618,7319,9,10000000,Mouse,TabMur,Mouse (TabMur),#7e4314
Adult-specific,chr9,8,80000001,90000000,80.000001,90.0,chr9:80.0-90.0 Mb,10000000,85000000.5,124595110,1270546893,1332.844448,9,1355546893.5,0.8888888888888888,0.5121969142940493,8.88888888888889,5.121969142940492,7319,9,10000000,Mouse,TabMur,Mouse (TabMur),#7e4314
Adult-specific,chr9,9,90000001,100000000,90.000001,100.0,chr9:90.0-100.0 Mb,10000000,95000000.5,124595110,1270546893,1332.844448,9,1365546893.5,2.3333333333333335,0.5527707983925666,23.333333333333332,5.527707983925667,7319,9,10000000,Mouse,TabMur,Mouse (TabMur),#7e4314
Adult-specific,chr9,10,100000001,110000000,100.000001,110.0,chr9:100.0-110.0 Mb,10000000,105000000.5,124595110,1270546893,1332.844448,9,1375546893.5,11.0,1.6499158227686108,110.0,16.49915822768611,7319,9,10000000,Mouse,TabMur,Mouse (TabMur),#7e4314
Adult-specific,chr9,11,110000001,120000000,110.000001,120.0,chr9:110.0-120.0 Mb,10000000,115000000.5,124595110,1270546893,1332.844448,9,1385546893.5,3.4444444444444446,0.6689774765995719,34.44444444444444,6.689774765995719,7319,9,10000000,Mouse,TabMur,Mouse (TabMur),#7e4314
Adult-specific,chr9,12,120000001,124595110,120.000001,124.59511,chr9:120.0-124.6 Mb,4595110,122297555.5,124595110,1270546893,1332.844448,9,1392844448.5,1.1111111111111112,0.26057865332352387,24.18029407590049,5.670781620538438,7319,9,10000000,Mouse,TabMur,Mouse (TabMur),#7e4314
Embryoblast,chr1,0,1,10000000,1e-06,10.0,chr1:0.0-10.0 Mb,10000000,5000000.5,195471971,0,97.7359855,1,5000000.5,0.0,0.0,0.0,0.0,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr1,1,10000001,20000000,10.000001,20.0,chr1:10.0-20.0 Mb,10000000,15000000.5,195471971,0,97.7359855,1,15000000.5,0.0,0.0,0.0,0.0,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr1,2,20000001,30000000,20.000001,30.0,chr1:20.0-30.0 Mb,10000000,25000000.5,195471971,0,97.7359855,1,25000000.5,0.1111111111111111,0.1111111111111111,1.1111111111111112,1.1111111111111112,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr1,3,30000001,40000000,30.000001,40.0,chr1:30.0-40.0 Mb,10000000,35000000.5,195471971,0,97.7359855,1,35000000.5,0.3333333333333333,0.16666666666666666,3.3333333333333335,1.6666666666666667,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr1,4,40000001,50000000,40.000001,50.0,chr1:40.0-50.0 Mb,10000000,45000000.5,195471971,0,97.7359855,1,45000000.5,0.0,0.0,0.0,0.0,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr1,5,50000001,60000000,50.000001,60.0,chr1:50.0-60.0 Mb,10000000,55000000.5,195471971,0,97.7359855,1,55000000.5,0.1111111111111111,0.1111111111111111,1.1111111111111112,1.1111111111111112,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr1,6,60000001,70000000,60.000001,70.0,chr1:60.0-70.0 Mb,10000000,65000000.5,195471971,0,97.7359855,1,65000000.5,0.1111111111111111,0.1111111111111111,1.1111111111111112,1.1111111111111112,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr1,7,70000001,80000000,70.000001,80.0,chr1:70.0-80.0 Mb,10000000,75000000.5,195471971,0,97.7359855,1,75000000.5,0.3333333333333333,0.23570226039551587,3.3333333333333335,2.3570226039551585,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr1,8,80000001,90000000,80.000001,90.0,chr1:80.0-90.0 Mb,10000000,85000000.5,195471971,0,97.7359855,1,85000000.5,0.7777777777777778,0.2777777777777778,7.777777777777778,2.777777777777778,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr1,9,90000001,100000000,90.000001,100.0,chr1:90.0-100.0 Mb,10000000,95000000.5,195471971,0,97.7359855,1,95000000.5,0.1111111111111111,0.1111111111111111,1.1111111111111112,1.1111111111111112,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr1,10,100000001,110000000,100.000001,110.0,chr1:100.0-110.0 Mb,10000000,105000000.5,195471971,0,97.7359855,1,105000000.5,0.0,0.0,0.0,0.0,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr1,11,110000001,120000000,110.000001,120.0,chr1:110.0-120.0 Mb,10000000,115000000.5,195471971,0,97.7359855,1,115000000.5,0.1111111111111111,0.1111111111111111,1.1111111111111112,1.1111111111111112,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr1,12,120000001,130000000,120.000001,130.0,chr1:120.0-130.0 Mb,10000000,125000000.5,195471971,0,97.7359855,1,125000000.5,0.0,0.0,0.0,0.0,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr1,13,130000001,140000000,130.000001,140.0,chr1:130.0-140.0 Mb,10000000,135000000.5,195471971,0,97.7359855,1,135000000.5,0.0,0.0,0.0,0.0,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr1,14,140000001,150000000,140.000001,150.0,chr1:140.0-150.0 Mb,10000000,145000000.5,195471971,0,97.7359855,1,145000000.5,0.0,0.0,0.0,0.0,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr1,15,150000001,160000000,150.000001,160.0,chr1:150.0-160.0 Mb,10000000,155000000.5,195471971,0,97.7359855,1,155000000.5,0.1111111111111111,0.1111111111111111,1.1111111111111112,1.1111111111111112,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr1,16,160000001,170000000,160.000001,170.0,chr1:160.0-170.0 Mb,10000000,165000000.5,195471971,0,97.7359855,1,165000000.5,0.2222222222222222,0.1469861839480328,2.2222222222222223,1.469861839480328,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr1,17,170000001,180000000,170.000001,180.0,chr1:170.0-180.0 Mb,10000000,175000000.5,195471971,0,97.7359855,1,175000000.5,0.3333333333333333,0.16666666666666666,3.3333333333333335,1.6666666666666667,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr1,18,180000001,190000000,180.000001,190.0,chr1:180.0-190.0 Mb,10000000,185000000.5,195471971,0,97.7359855,1,185000000.5,0.3333333333333333,0.16666666666666666,3.3333333333333335,1.6666666666666667,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr1,19,190000001,195471971,190.000001,195.471971,chr1:190.0-195.5 Mb,5471971,192735986.0,195471971,0,97.7359855,1,192735986.0,0.1111111111111111,0.1111111111111111,2.0305500725627224,2.0305500725627224,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr10,0,1,10000000,1e-06,10.0,chr10:0.0-10.0 Mb,10000000,5000000.5,130694993,1395142003,1460.4894995,10,1400142003.5,0.1111111111111111,0.1111111111111111,1.1111111111111112,1.1111111111111112,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr10,1,10000001,20000000,10.000001,20.0,chr10:10.0-20.0 Mb,10000000,15000000.5,130694993,1395142003,1460.4894995,10,1410142003.5,0.1111111111111111,0.1111111111111111,1.1111111111111112,1.1111111111111112,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr10,2,20000001,30000000,20.000001,30.0,chr10:20.0-30.0 Mb,10000000,25000000.5,130694993,1395142003,1460.4894995,10,1420142003.5,0.5555555555555556,0.29397236789606557,5.555555555555555,2.939723678960656,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr10,3,30000001,40000000,30.000001,40.0,chr10:30.0-40.0 Mb,10000000,35000000.5,130694993,1395142003,1460.4894995,10,1430142003.5,0.0,0.0,0.0,0.0,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr10,4,40000001,50000000,40.000001,50.0,chr10:40.0-50.0 Mb,10000000,45000000.5,130694993,1395142003,1460.4894995,10,1440142003.5,0.1111111111111111,0.1111111111111111,1.1111111111111112,1.1111111111111112,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr10,5,50000001,60000000,50.000001,60.0,chr10:50.0-60.0 Mb,10000000,55000000.5,130694993,1395142003,1460.4894995,10,1450142003.5,0.5555555555555556,0.2421610524189263,5.555555555555555,2.421610524189263,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr10,6,60000001,70000000,60.000001,70.0,chr10:60.0-70.0 Mb,10000000,65000000.5,130694993,1395142003,1460.4894995,10,1460142003.5,0.1111111111111111,0.1111111111111111,1.1111111111111112,1.1111111111111112,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr10,7,70000001,80000000,70.000001,80.0,chr10:70.0-80.0 Mb,10000000,75000000.5,130694993,1395142003,1460.4894995,10,1470142003.5,0.0,0.0,0.0,0.0,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr10,8,80000001,90000000,80.000001,90.0,chr10:80.0-90.0 Mb,10000000,85000000.5,130694993,1395142003,1460.4894995,10,1480142003.5,0.0,0.0,0.0,0.0,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr10,9,90000001,100000000,90.000001,100.0,chr10:90.0-100.0 Mb,10000000,95000000.5,130694993,1395142003,1460.4894995,10,1490142003.5,0.0,0.0,0.0,0.0,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr10,10,100000001,110000000,100.000001,110.0,chr10:100.0-110.0 Mb,10000000,105000000.5,130694993,1395142003,1460.4894995,10,1500142003.5,0.4444444444444444,0.2421610524189263,4.444444444444445,2.4216105241892634,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr10,11,110000001,120000000,110.000001,120.0,chr10:110.0-120.0 Mb,10000000,115000000.5,130694993,1395142003,1460.4894995,10,1510142003.5,0.2222222222222222,0.1469861839480328,2.2222222222222223,1.469861839480328,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr10,12,120000001,130000000,120.000001,130.0,chr10:120.0-130.0 Mb,10000000,125000000.5,130694993,1395142003,1460.4894995,10,1520142003.5,0.5555555555555556,0.2421610524189263,5.555555555555555,2.4216105241892634,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr10,13,130000001,130694993,130.000001,130.694993,chr10:130.0-130.7 Mb,694993,130347497.0,130694993,1395142003,1460.4894995,10,1525489500.0,0.0,0.0,0.0,0.0,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr11,0,1,10000000,1e-06,10.0,chr11:0.0-10.0 Mb,10000000,5000000.5,122082543,1525836996,1586.8782675,11,1530836996.5,0.5555555555555556,0.2421610524189263,5.555555555555555,2.4216105241892634,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr11,1,10000001,20000000,10.000001,20.0,chr11:10.0-20.0 Mb,10000000,15000000.5,122082543,1525836996,1586.8782675,11,1540836996.5,0.1111111111111111,0.1111111111111111,1.1111111111111112,1.1111111111111112,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr11,2,20000001,30000000,20.000001,30.0,chr11:20.0-30.0 Mb,10000000,25000000.5,122082543,1525836996,1586.8782675,11,1550836996.5,0.2222222222222222,0.1469861839480328,2.2222222222222223,1.469861839480328,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr11,3,30000001,40000000,30.000001,40.0,chr11:30.0-40.0 Mb,10000000,35000000.5,122082543,1525836996,1586.8782675,11,1560836996.5,0.0,0.0,0.0,0.0,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr11,4,40000001,50000000,40.000001,50.0,chr11:40.0-50.0 Mb,10000000,45000000.5,122082543,1525836996,1586.8782675,11,1570836996.5,0.0,0.0,0.0,0.0,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr11,5,50000001,60000000,50.000001,60.0,chr11:50.0-60.0 Mb,10000000,55000000.5,122082543,1525836996,1586.8782675,11,1580836996.5,0.1111111111111111,0.1111111111111111,1.1111111111111112,1.1111111111111112,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr11,6,60000001,70000000,60.000001,70.0,chr11:60.0-70.0 Mb,10000000,65000000.5,122082543,1525836996,1586.8782675,11,1590836996.5,0.1111111111111111,0.1111111111111111,1.1111111111111112,1.1111111111111112,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr11,7,70000001,80000000,70.000001,80.0,chr11:70.0-80.0 Mb,10000000,75000000.5,122082543,1525836996,1586.8782675,11,1600836996.5,0.6666666666666666,0.37267799624996495,6.666666666666667,3.726779962499649,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr11,8,80000001,90000000,80.000001,90.0,chr11:80.0-90.0 Mb,10000000,85000000.5,122082543,1525836996,1586.8782675,11,1610836996.5,0.3333333333333333,0.23570226039551587,3.3333333333333335,2.3570226039551585,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr11,9,90000001,100000000,90.000001,100.0,chr11:90.0-100.0 Mb,10000000,95000000.5,122082543,1525836996,1586.8782675,11,1620836996.5,0.2222222222222222,0.1469861839480328,2.2222222222222223,1.469861839480328,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr11,10,100000001,110000000,100.000001,110.0,chr11:100.0-110.0 Mb,10000000,105000000.5,122082543,1525836996,1586.8782675,11,1630836996.5,0.3333333333333333,0.16666666666666666,3.3333333333333335,1.6666666666666667,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr11,11,110000001,120000000,110.000001,120.0,chr11:110.0-120.0 Mb,10000000,115000000.5,122082543,1525836996,1586.8782675,11,1640836996.5,0.7777777777777778,0.32394177193585005,7.777777777777778,3.2394177193585,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr11,12,120000001,122082543,120.000001,122.082543,chr11:120.0-122.1 Mb,2082543,121041272.0,122082543,1525836996,1586.8782675,11,1646878268.0,0.0,0.0,0.0,0.0,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr12,0,1,10000000,1e-06,10.0,chr12:0.0-10.0 Mb,10000000,5000000.5,120129022,1647919539,1707.98405,12,1652919539.5,0.3333333333333333,0.23570226039551587,3.3333333333333335,2.3570226039551585,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr12,1,10000001,20000000,10.000001,20.0,chr12:10.0-20.0 Mb,10000000,15000000.5,120129022,1647919539,1707.98405,12,1662919539.5,0.3333333333333333,0.16666666666666666,3.3333333333333335,1.6666666666666667,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr12,2,20000001,30000000,20.000001,30.0,chr12:20.0-30.0 Mb,10000000,25000000.5,120129022,1647919539,1707.98405,12,1672919539.5,0.0,0.0,0.0,0.0,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr12,3,30000001,40000000,30.000001,40.0,chr12:30.0-40.0 Mb,10000000,35000000.5,120129022,1647919539,1707.98405,12,1682919539.5,0.0,0.0,0.0,0.0,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr12,4,40000001,50000000,40.000001,50.0,chr12:40.0-50.0 Mb,10000000,45000000.5,120129022,1647919539,1707.98405,12,1692919539.5,0.0,0.0,0.0,0.0,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr12,5,50000001,60000000,50.000001,60.0,chr12:50.0-60.0 Mb,10000000,55000000.5,120129022,1647919539,1707.98405,12,1702919539.5,0.3333333333333333,0.16666666666666666,3.3333333333333335,1.6666666666666667,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr12,6,60000001,70000000,60.000001,70.0,chr12:60.0-70.0 Mb,10000000,65000000.5,120129022,1647919539,1707.98405,12,1712919539.5,0.1111111111111111,0.1111111111111111,1.1111111111111112,1.1111111111111112,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr12,7,70000001,80000000,70.000001,80.0,chr12:70.0-80.0 Mb,10000000,75000000.5,120129022,1647919539,1707.98405,12,1722919539.5,0.1111111111111111,0.1111111111111111,1.1111111111111112,1.1111111111111112,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr12,8,80000001,90000000,80.000001,90.0,chr12:80.0-90.0 Mb,10000000,85000000.5,120129022,1647919539,1707.98405,12,1732919539.5,0.6666666666666666,0.2886751345948129,6.666666666666667,2.886751345948129,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr12,9,90000001,100000000,90.000001,100.0,chr12:90.0-100.0 Mb,10000000,95000000.5,120129022,1647919539,1707.98405,12,1742919539.5,0.0,0.0,0.0,0.0,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr12,10,100000001,110000000,100.000001,110.0,chr12:100.0-110.0 Mb,10000000,105000000.5,120129022,1647919539,1707.98405,12,1752919539.5,0.1111111111111111,0.1111111111111111,1.1111111111111112,1.1111111111111112,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr12,11,110000001,120000000,110.000001,120.0,chr12:110.0-120.0 Mb,10000000,115000000.5,120129022,1647919539,1707.98405,12,1762919539.5,0.4444444444444444,0.2421610524189263,4.444444444444445,2.4216105241892634,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr12,12,120000001,120129022,120.000001,120.129022,chr12:120.0-120.1 Mb,129022,120064511.5,120129022,1647919539,1707.98405,12,1767984050.5,0.0,0.0,0.0,0.0,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr13,0,1,10000000,1e-06,10.0,chr13:0.0-10.0 Mb,10000000,5000000.5,120421639,1768048561,1828.2593805,13,1773048561.5,0.0,0.0,0.0,0.0,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr13,1,10000001,20000000,10.000001,20.0,chr13:10.0-20.0 Mb,10000000,15000000.5,120421639,1768048561,1828.2593805,13,1783048561.5,0.0,0.0,0.0,0.0,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr13,2,20000001,30000000,20.000001,30.0,chr13:20.0-30.0 Mb,10000000,25000000.5,120421639,1768048561,1828.2593805,13,1793048561.5,0.1111111111111111,0.1111111111111111,1.1111111111111112,1.1111111111111112,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr13,3,30000001,40000000,30.000001,40.0,chr13:30.0-40.0 Mb,10000000,35000000.5,120421639,1768048561,1828.2593805,13,1803048561.5,0.0,0.0,0.0,0.0,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr13,4,40000001,50000000,40.000001,50.0,chr13:40.0-50.0 Mb,10000000,45000000.5,120421639,1768048561,1828.2593805,13,1813048561.5,0.0,0.0,0.0,0.0,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr13,5,50000001,60000000,50.000001,60.0,chr13:50.0-60.0 Mb,10000000,55000000.5,120421639,1768048561,1828.2593805,13,1823048561.5,0.4444444444444444,0.2421610524189263,4.444444444444445,2.4216105241892634,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr13,6,60000001,70000000,60.000001,70.0,chr13:60.0-70.0 Mb,10000000,65000000.5,120421639,1768048561,1828.2593805,13,1833048561.5,0.6666666666666666,0.3333333333333333,6.666666666666667,3.3333333333333335,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr13,7,70000001,80000000,70.000001,80.0,chr13:70.0-80.0 Mb,10000000,75000000.5,120421639,1768048561,1828.2593805,13,1843048561.5,0.2222222222222222,0.1469861839480328,2.2222222222222223,1.469861839480328,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr13,8,80000001,90000000,80.000001,90.0,chr13:80.0-90.0 Mb,10000000,85000000.5,120421639,1768048561,1828.2593805,13,1853048561.5,0.0,0.0,0.0,0.0,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr13,9,90000001,100000000,90.000001,100.0,chr13:90.0-100.0 Mb,10000000,95000000.5,120421639,1768048561,1828.2593805,13,1863048561.5,0.0,0.0,0.0,0.0,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr13,10,100000001,110000000,100.000001,110.0,chr13:100.0-110.0 Mb,10000000,105000000.5,120421639,1768048561,1828.2593805,13,1873048561.5,0.4444444444444444,0.2421610524189263,4.444444444444445,2.4216105241892634,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr13,11,110000001,120000000,110.000001,120.0,chr13:110.0-120.0 Mb,10000000,115000000.5,120421639,1768048561,1828.2593805,13,1883048561.5,0.0,0.0,0.0,0.0,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr13,12,120000001,120421639,120.000001,120.421639,chr13:120.0-120.4 Mb,421639,120210820.0,120421639,1768048561,1828.2593805,13,1888259381.0,0.0,0.0,0.0,0.0,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr14,0,1,10000000,1e-06,10.0,chr14:0.0-10.0 Mb,10000000,5000000.5,124902244,1888470200,1950.921322,14,1893470200.5,0.0,0.0,0.0,0.0,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr14,1,10000001,20000000,10.000001,20.0,chr14:10.0-20.0 Mb,10000000,15000000.5,124902244,1888470200,1950.921322,14,1903470200.5,0.0,0.0,0.0,0.0,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
Embryoblast,chr14,2,20000001,30000000,20.000001,30.0,chr14:20.0-30.0 Mb,10000000,25000000.5,124902244,1888470200,1950.921322,14,1913470200.5,0.2222222222222222,0.1469861839480328,2.2222222222222223,1.469861839480328,444,9,10000000,Mouse,TabMur,Mouse (TabMur),#f0c4a6
