species,dataset,scope,chromosome,chrom_length_bp,observed_n_variants,expected_n_variants,observed_fraction,expected_fraction,variants_per_100mb,log2_observed_over_expected,standardized_residual
Human,TabSap,Tissue-specific,chr16,90338345,12,18.476145648454374,0.02040816326530612,0.03142201640893601,13.283395882446154,-0.6022588933330768,-1.506644945294396
Human,TabSap,Tissue-specific,chr17,83257441,24,17.027947614422168,0.04081632653061224,0.028959094582350624,28.826252298578336,0.4831246715469022,1.689582835519722
Human,TabSap,Tissue-specific,chr18,80373285,8,16.438075325651948,0.013605442176870748,0.027955910417775422,9.953556085209158,-0.9947352041105232,-2.0812196364668085
Human,TabSap,Tissue-specific,chr19,58617616,16,11.988570421355067,0.027210884353741496,0.02038872520638617,27.295548832965164,0.4018576847599838,1.1585518449498686
Human,TabSap,Tissue-specific,chr20,64444167,6,13.180226134155069,0.01020408163265306,0.022415350568290932,9.310384910398485,-1.073580454918011,-1.9777741277146035
Human,TabSap,Tissue-specific,chr21,46709983,7,9.553201900531027,0.011904761904761904,0.01624694200770583,14.986089804400057,-0.4226925658885756,-0.8260582650483561
Human,TabSap,Tissue-specific,chr22,50818468,14,10.393475953088556,0.023809523809523808,0.017675979512055368,27.549039849056445,0.4125885292770339,1.1186865702846394
Human,TabSap,Adult-specific,chr1,248956422,456,424.3081120010621,0.09306122448979592,0.08659349224511471,183.1645861298569,0.10380354455715876,1.5385352289459844
Human,TabSap,Adult-specific,chr2,242193529,425,412.7817961203848,0.08673469387755102,0.08424118288171119,175.47950259232567,0.042033313384447886,0.6013773950108559
Human,TabSap,Adult-specific,chr3,198295559,338,337.9644259889196,0.06897959183673469,0.06897233183447338,170.45263227503747,0.00015162524778898542,0.0019350729474920045
Human,TabSap,Adult-specific,chr4,190214555,253,324.1915916801383,0.05163265306122449,0.0661615493224772,133.00769754449126,-0.35708427737556725,-3.9539195591814784
Human,TabSap,Adult-specific,chr5,181538259,268,309.40417328238203,0.054693877551020405,0.06314370883313919,147.62728334857502,-0.20690009470071938,-2.3538621953589427
Human,TabSap,Adult-specific,chr6,170805979,257,291.1126448788016,0.05244897959183673,0.059410743852816646,150.4631169849154,-0.1794808467256976,-1.999331728706523
Human,TabSap,Adult-specific,chr7,159345973,281,271.5808189057369,0.057346938775510205,0.05542465691953814,176.34584339323092,0.049099668933543936,0.5715623326667574
Human,TabSap,Adult-specific,chr8,145138636,187,247.36658779410553,0.03816326530612245,0.050482977100837864,128.8423297570469,-0.40267321485400703,-3.838186812852773
Human,TabSap,Adult-specific,chr9,138394717,223,235.8726101919608,0.04551020408163265,0.04813726738611445,161.13331840549955,-0.0807880406992378,-0.838161796276986
Human,TabSap,Adult-specific,chr10,133797422,277,228.03722460081536,0.05653061224489796,0.04653820910220722,207.02940001340235,0.2800585979821513,3.242374341789876
Human,TabSap,Adult-specific,chr11,135086622,206,230.23446865500478,0.04204081632653061,0.046986626256123425,152.4947451865367,-0.16009175789036809,-1.5971596534135557
Human,TabSap,Adult-specific,chr12,133275309,298,227.14736291537866,0.060816326530612246,0.04635660467660789,223.59730563445927,0.39093018432686855,4.70112901002451
Human,TabSap,Adult-specific,chr13,114364328,138,194.91649062160042,0.02816326530612245,0.03977887563706131,120.66699679291605,-0.4966662409507306,-4.076747584850662
Human,TabSap,Adult-specific,chr14,107043718,148,182.43963148761074,0.030204081632653063,0.03723257785461444,138.26126629869114,-0.300904719002949,-2.549757644826529
Human,TabSap,Adult-specific,chr15,101991189,196,173.8283692289468,0.04,0.03547517739366261,192.17346314101704,0.17272194775048832,1.681656575023783
Human,TabSap,Adult-specific,chr16,90338345,174,153.96788040378644,0.035510204081632656,0.03142201640893601,192.60924029546922,0.17592015687882928,1.614402564660719
Human,TabSap,Adult-specific,chr17,83257441,237,141.89956345351806,0.04836734693877551,0.028959094582350624,284.65924144846105,0.7379827899230529,7.983475205486493
Human,TabSap,Adult-specific,chr18,80373285,121,136.98396104709957,0.02469387755102041,0.027955910417775422,150.5475357887885,-0.1783070090427454,-1.3656818964620783
Human,TabSap,Adult-specific,chr19,58617616,171,99.90475351129223,0.03489795918367347,0.02038872520638617,291.7211781523152,0.7723810032764558,7.11291285571995
Human,TabSap,Adult-specific,chr20,64444167,105,109.83521778462557,0.02142857142857143,0.022415350568290932,162.9317359319735,-0.06465035785003007,-0.461365623861507
Human,TabSap,Adult-specific,chr21,46709983,60,79.61001583775857,0.012244897959183673,0.01624694200770583,128.45219832342906,-0.40504748596618406,-2.1978299601587366
Human,TabSap,Adult-specific,chr22,50818468,81,86.6122996090713,0.01653061224489796,0.017675979512055368,159.390873412398,-0.09607637167619211,-0.603046863144599
